"CA Name"	"Root Certificate"	"SHA-1 Thumbprint"	"SHA-256 Thumbprint"
"Swisscom (Switzerland) Ltd"	"Swisscom Root CA 2"	"77:47:4F:C6:30:E4:0F:4C:47:64:3F:84:BA:B8:C6:95:4A:8A:41:EC"	"F0:9B:12:2C:71:14:F4:A0:9B:D4:EA:4F:4A:99:D5:58:B4:6E:4C:25:CD:81:14:0D:29:C0:56:13:91:4C:38:41"
"Swisscom (Switzerland) Ltd"	"Swisscom Root EV CA 2"	"E7:A1:90:29:D3:D5:52:DC:0D:0F:C6:92:D3:EA:88:0D:15:2E:1A:6B"	"D9:5F:EA:3C:A4:EE:DC:E7:4C:D7:6E:75:FC:6D:1F:F6:2C:44:1F:0F:A8:BC:77:F0:34:B1:9E:5D:B2:58:01:5D"
"SwissSign AG"	"SwissSign Gold CA - G2"	"D8:C5:38:8A:B7:30:1B:1B:6E:D4:7A:E6:45:25:3A:6F:9F:1A:27:61"	"62:DD:0B:E9:B9:F5:0A:16:3E:A0:F8:E7:5C:05:3B:1E:CA:57:EA:55:C8:68:8F:64:7C:68:81:F2:C8:35:7B:95"
"SwissSign AG"	"SwissSign Gold Root CA – G3"	"0B:71:99:A1:C7:F3:AD:DF:7B:A7:EA:B8:EB:57:4A:E8:0D:60:DD:DE"	"7A:F6:EA:9F:75:3A:1E:70:9B:D6:4D:0B:EB:86:7C:11:E8:C2:95:A5:6E:24:A6:E0:47:14:59:DC:CD:AA:15:58"
"SwissSign AG"	"SwissSign Platinum CA - G2"	"56:E0:FA:C0:3B:8F:18:23:55:18:E5:D3:11:CA:E8:C2:43:31:AB:66"	"3B:22:2E:56:67:11:E9:92:30:0D:C0:B1:5A:B9:47:3D:AF:DE:F8:C8:4D:0C:EF:7D:33:17:B4:C1:82:1D:14:36"
"SwissSign AG"	"SwissSign Platinum Root CA – G3"	"A1:E7:C6:00:AA:41:70:E5:B7:4B:C9:4F:9B:97:03:ED:C2:61:B4:B9"	"59:B3:82:9F:1F:F4:43:34:49:58:FA:E8:BF:F6:21:B6:84:C8:48:CF:BF:7E:AD:6B:63:A6:CA:50:F2:79:4F:89"
"SwissSign AG"	"SwissSign Silver CA - G2"	"9B:AA:E5:9F:56:EE:21:CB:43:5A:BE:25:93:DF:A7:F0:40:D1:1D:CB"	"BE:6C:4D:A2:BB:B9:BA:59:B6:F3:93:97:68:37:42:46:C3:C0:05:99:3F:A9:8F:02:0D:1D:ED:BE:D4:8A:81:D5"
"SwissSign AG"	"SwissSign Silver Root CA – G3"	"8D:08:FC:43:C0:77:0C:A8:4F:4D:CC:B2:D4:1A:5D:95:6D:78:6D:C4"	"1E:49:AC:5D:C6:9E:86:D0:56:5D:A2:C1:30:5C:41:93:30:B0:B7:81:BF:EC:50:E5:4A:1B:35:AF:7F:DD:D5:01"
"Symantec"	"Symantec Class 1 Public Primary Certification Authority - G4"	"84:F2:E3:DD:83:13:3E:A9:1D:19:52:7F:02:D7:29:BF:C1:5F:E6:67"	"36:3F:3C:84:9E:AB:03:B0:A2:A0:F6:36:D7:B8:6D:04:D3:AC:7F:CF:E2:6A:0A:91:21:AB:97:95:F6:E1:76:DF"
"Symantec"	"Symantec Class 1 Public Primary Certification Authority - G6"	"51:7F:61:1E:29:91:6B:53:82:FB:72:E7:44:D9:8D:C3:CC:53:6D:64"	"9D:19:0B:2E:31:45:66:68:5B:E8:A8:89:E2:7A:A8:C7:D7:AE:1D:8A:AD:DB:A3:C1:EC:F9:D2:48:63:CD:34:B9"
"Symantec"	"Symantec Class 2 Public Primary Certification Authority - G4"	"67:24:90:2E:48:01:B0:22:96:40:10:46:B4:B1:67:2C:A9:75:FD:2B"	"FE:86:3D:08:22:FE:7A:23:53:FA:48:4D:59:24:E8:75:65:6D:3D:C9:FB:58:77:1F:6F:61:6F:9D:57:1B:C5:92"
"Symantec"	"Symantec Class 2 Public Primary Certification Authority - G6"	"40:B3:31:A0:E9:BF:E8:55:BC:39:93:CA:70:4F:4E:C2:51:D4:1D:8F"	"CB:62:7D:18:B5:8A:D5:6D:DE:33:1A:30:45:6B:C6:5C:60:1A:4E:9B:18:DE:DC:EA:08:E7:DA:AA:07:81:5F:F0"
"Symantec"	"Symantec Class 3 Public Primary Certification Authority - G4"	"58:D5:2D:B9:33:01:A4:FD:29:1A:8C:96:45:A0:8F:EE:7F:52:92:82"	"53:DF:DF:A4:E2:97:FC:FE:07:59:4E:8C:62:D5:B8:AB:06:B3:2C:75:49:F3:8A:16:30:94:FD:64:29:D5:DA:43"
"Symantec"	"Symantec Class 3 Public Primary Certification Authority - G6"	"26:A1:6C:23:5A:24:72:22:9B:23:62:80:25:BC:80:97:C8:85:24:A1"	"B3:23:96:74:64:53:44:2F:35:3E:61:62:92:BB:20:BB:AA:5D:23:B5:46:45:0F:DB:9C:54:B8:38:61:67:D5:29"
"Symantec"	"Symantec Enterprise Mobile Root for Microsoft"	"92:B4:6C:76:E1:30:54:E1:04:F2:30:51:7E:6E:50:4D:43:AB:10:B5"	"8A:5E:48:81:D4:2F:74:75:E8:EC:37:26:FC:D5:E5:18:84:AA:04:DA:A9:FA:7A:DA:C8:CD:26:45:2C:F8:85:D4"
"Symantec / GeoTrust"	"GeoTrust Global CA"	"DE:28:F4:A4:FF:E5:B9:2F:A3:C5:03:D1:A3:49:A7:F9:96:2A:82:12"	"FF:85:6A:2D:25:1D:CD:88:D3:66:56:F4:50:12:67:98:CF:AB:AA:DE:40:79:9C:72:2D:E4:D2:B5:DB:36:A7:3A"
"Symantec / GeoTrust"	"GeoTrust Global CA 2"	"A9:E9:78:08:14:37:58:88:F2:05:19:B0:6D:2B:0D:2B:60:16:90:7D"	"CA:2D:82:A0:86:77:07:2F:8A:B6:76:4F:F0:35:67:6C:FE:3E:5E:32:5E:01:21:72:DF:3F:92:09:6D:B7:9B:85"
"Symantec / GeoTrust"	"GeoTrust Primary Certification Authority - G2"	"8D:17:84:D5:37:F3:03:7D:EC:70:FE:57:8B:51:9A:99:E6:10:D7:B0"	"5E:DB:7A:C4:3B:82:A0:6A:87:61:E8:D7:BE:49:79:EB:F2:61:1F:7D:D7:9B:F9:1C:1C:6B:56:6A:21:9E:D7:66"
"Symantec / GeoTrust"	"GeoTrust Primary Certification Authority - G3"	"03:9E:ED:B8:0B:E7:A0:3C:69:53:89:3B:20:D2:D9:32:3A:4C:2A:FD"	"B4:78:B8:12:25:0D:F8:78:63:5C:2A:A7:EC:7D:15:5E:AA:62:5E:E8:29:16:E2:CD:29:43:61:88:6C:D1:FB:D4"
"Symantec / GeoTrust"	"GeoTrust Universal CA"	"E6:21:F3:35:43:79:05:9A:4B:68:30:9D:8A:2F:74:22:15:87:EC:79"	"A0:45:9B:9F:63:B2:25:59:F5:FA:5D:4C:6D:B3:F9:F7:2F:F1:93:42:03:35:78:F0:73:BF:1D:1B:46:CB:B9:12"
"Symantec / GeoTrust"	"GeoTrust Universal CA 2"	"37:9A:19:7B:41:85:45:35:0C:A6:03:69:F3:3C:2E:AF:47:4F:20:79"	"A0:23:4F:3B:C8:52:7C:A5:62:8E:EC:81:AD:5D:69:89:5D:A5:68:0D:C9:1D:1C:B8:47:7F:33:F8:78:B9:5B:0B"
"Symantec / Thawte"	"thawte 3"	"BE:36:A4:56:2F:B2:EE:05:DB:B3:D3:23:23:AD:F4:45:08:4E:D6:56"	"6B:6C:1E:01:F5:90:F5:AF:C5:FC:F8:5C:D0:B9:39:68:84:04:86:59:FC:2C:6D:11:70:D6:8B:04:52:16:C3:FD"
"Symantec / Thawte"	"thawte Primary Root CA"	"91:C6:D6:EE:3E:8A:C8:63:84:E5:48:C2:99:29:5C:75:6C:81:7B:81"	"8D:72:2F:81:A9:C1:13:C0:79:1D:F1:36:A2:96:6D:B2:6C:95:0A:97:1D:B4:6B:41:99:F4:EA:54:B7:8B:FB:9F"
"Symantec / Thawte"	"thawte Primary Root CA - G2"	"AA:DB:BC:22:23:8F:C4:01:A1:27:BB:38:DD:F4:1D:DB:08:9E:F0:12"	"A4:31:0D:50:AF:18:A6:44:71:90:37:2A:86:AF:AF:8B:95:1F:FB:43:1D:83:7F:1E:56:88:B4:59:71:ED:15:57"
"Symantec / Thawte"	"thawte Primary Root CA - G3"	"F1:8B:53:8D:1B:E9:03:B6:A6:F0:56:43:5B:17:15:89:CA:F3:6B:F2"	"4B:03:F4:58:07:AD:70:F2:1B:FC:2C:AE:71:C9:FD:E4:60:4C:06:4C:F5:FF:B6:86:BA:E5:DB:AA:D7:FD:D3:4C"
"Symantec / VeriSign"	"VeriSign Class 1 Public PCA - G3"	"20:42:85:DC:F7:EB:76:41:95:57:8E:13:6B:D4:B7:D1:E9:8E:46:A5"	"CB:B5:AF:18:5E:94:2A:24:02:F9:EA:CB:C0:ED:5B:B8:76:EE:A3:C1:22:36:23:D0:04:47:E4:F3:BA:55:4B:65"
"Symantec / VeriSign"	"VeriSign Class 2 Public PCA - G3"	"61:EF:43:D7:7F:CA:D4:61:51:BC:98:E0:C3:59:12:AF:9F:EB:63:11"	"92:A9:D9:83:3F:E1:94:4D:B3:66:E8:BF:AE:7A:95:B6:48:0C:2D:6C:6C:2A:1B:E6:5D:42:36:B6:08:FC:A1:BB"
"Symantec / VeriSign"	"VeriSign Class 3 Public Primary Certification Authority - G3"	"13:2D:0D:45:53:4B:69:97:CD:B2:D5:C3:39:E2:55:76:60:9B:5C:C6"	"EB:04:CF:5E:B1:F3:9A:FA:76:2F:2B:B1:20:F2:96:CB:A5:20:C1:B9:7D:B1:58:95:65:B8:1C:B9:A1:7B:72:44"
"Symantec / VeriSign"	"VeriSign Class 3 Public Primary Certification Authority - G4"	"22:D5:D8:DF:8F:02:31:D1:8D:F7:9D:B7:CF:8A:2D:64:C9:3F:6C:3A"	"69:DD:D7:EA:90:BB:57:C9:3E:13:5D:C8:5E:A6:FC:D5:48:0B:60:32:39:BD:C4:54:FC:75:8B:2A:26:CF:7F:79"
"Symantec / VeriSign"	"VeriSign Class 3 Public Primary Certification Authority - G5"	"4E:B6:D5:78:49:9B:1C:CF:5F:58:1E:AD:56:BE:3D:9B:67:44:A5:E5"	"9A:CF:AB:7E:43:C8:D8:80:D0:6B:26:2A:94:DE:EE:E4:B4:65:99:89:C3:D0:CA:F1:9B:AF:64:05:E4:1A:B7:DF"
"Symantec / VeriSign"	"VeriSign Universal Root Certification Authority"	"36:79:CA:35:66:87:72:30:4D:30:A5:FB:87:3B:0F:A7:7B:B7:0D:54"	"23:99:56:11:27:A5:71:25:DE:8C:EF:EA:61:0D:DF:2F:A0:78:B5:C8:06:7F:4E:82:82:90:BF:B8:60:E8:4B:3C"
"T-Systems International GmbH (Deutsche Telekom)"	"Deutsche Telekom Root CA 2"	"85:A4:08:C0:9C:19:3E:5D:51:58:7D:CD:D6:13:30:FD:8C:DE:37:BF"	"B6:19:1A:50:D0:C3:97:7F:7D:A9:9B:CD:AA:C8:6A:22:7D:AE:B9:67:9E:C7:0B:A3:B0:C9:D9:22:71:C1:70:D3"
"T-Systems International GmbH (Deutsche Telekom)"	"T-TeleSec GlobalRoot Class 2"	"59:0D:2D:7D:88:4F:40:2E:61:7E:A5:62:32:17:65:CF:17:D8:94:E9"	"91:E2:F5:78:8D:58:10:EB:A7:BA:58:73:7D:E1:54:8A:8E:CA:CD:01:45:98:BC:0B:14:3E:04:1B:17:05:25:52"
"T-Systems International GmbH (Deutsche Telekom)"	"T-TeleSec GlobalRoot Class 3"	"55:A6:72:3E:CB:F2:EC:CD:C3:23:74:70:19:9D:2A:BE:11:E3:81:D1"	"FD:73:DA:D3:1C:64:4F:F1:B4:3B:EF:0C:CD:DA:96:71:0B:9C:D9:87:5E:CA:7E:31:70:7A:F3:E9:6D:52:2B:BD"
"Taiwan-CA Inc. (TWCA)"	"TWCA Global Root CA"	"9C:BB:48:53:F6:A4:F6:D3:52:A4:E8:32:52:55:60:13:F5:AD:AF:65"	"59:76:90:07:F7:68:5D:0F:CD:50:87:2F:9F:95:D5:75:5A:5B:2B:45:7D:81:F3:69:2B:61:0A:98:67:2F:0E:1B"
"Taiwan-CA Inc. (TWCA)"	"TWCA Root Certification Authority"	"CF:9E:87:6D:D3:EB:FC:42:26:97:A3:B5:A3:7A:A0:76:A9:06:23:48"	"BF:D8:8F:E1:10:1C:41:AE:3E:80:1B:F8:BE:56:35:0E:E9:BA:D1:A6:B9:BD:51:5E:DC:5C:6D:5B:87:11:AC:44"
"Telekom Applied Business Malaysia (TMCA)"	"TM Applied Business Root Certificate"	"99:57:C5:3F:C5:9F:B8:E7:39:F7:A4:B7:A7:0E:9B:8E:65:9F:20:8C"	"A9:C7:7A:F1:BC:DF:AA:37:39:44:2B:0B:27:34:C6:8E:AF:2E:98:33:F0:D7:66:FB:CA:A6:F2:AE:B4:2D:EC:02"
"Telia Company (formerly TeliaSonera)"	"Sonera Class1 CA"	"07:47:22:01:99:CE:74:B9:7C:B0:3D:79:B2:64:A2:C8:55:E9:33:FF"	"CD:80:82:84:CF:74:6F:F2:FD:6E:B5:8A:A1:D5:9C:4A:D4:B3:CA:56:FD:C6:27:4A:89:26:A7:83:5F:32:31:3D"
"Telia Company (formerly TeliaSonera)"	"Sonera Class2 CA"	"37:F7:6D:E6:07:7C:90:C5:B1:3E:93:1A:B7:41:10:B4:F2:E4:9A:27"	"79:08:B4:03:14:C1:38:10:0B:51:8D:07:35:80:7F:FB:FC:F8:51:8A:00:95:33:71:05:BA:38:6B:15:3D:D9:27"
"Telia Company (formerly TeliaSonera)"	"TeliaSonera Root CA v1"	"43:13:BB:96:F1:D5:86:9B:C1:4E:6A:92:F6:CF:F6:34:69:87:82:37"	"DD:69:36:FE:21:F8:F0:77:C1:23:A1:A5:21:C1:22:24:F7:22:55:B7:3E:03:A7:26:06:93:E8:A2:4B:0F:A3:89"
"Thailand National Root Certificate Authority (Electronic Transactions Development Agency)"	"Thailand National Root Certification Authority - G1"	"66:F2:DC:FB:3F:81:4D:DE:E9:B3:20:6F:11:DE:FE:1B:FB:DF:E1:32"	"2A:8D:A2:F8:D2:3E:0C:D3:B5:87:1E:CF:B0:F4:22:76:CA:73:23:06:67:F4:74:EE:DE:71:C5:EE:32:CC:3E:C6"
"The Uruguayan Post, “El Correo Uruguayo”"	"Correo Uruguayo - Root CA"	"F9:DD:19:26:6B:20:43:F1:FE:4B:3D:CB:01:90:AF:F1:1F:31:A6:9D"	"46:27:32:85:61:5D:96:E5:2D:A9:FC:2E:D8:C0:36:F1:0A:F3:D9:F6:28:0F:8D:28:87:06:C5:2B:20:11:B4:DA"
"TrustCor Systems"	"TrustCor ECA-1"	"58:D1:DF:95:95:67:6B:63:C0:F0:5B:1C:17:4D:8B:84:0B:C8:78:BD"	"5A:88:5D:B1:9C:01:D9:12:C5:75:93:88:93:8C:AF:BB:DF:03:1A:B2:D4:8E:91:EE:15:58:9B:42:97:1D:03:9C"
"TrustCor Systems"	"TrustCor RootCert CA-1"	"FF:BD:CD:E7:82:C8:43:5E:3C:6F:26:86:5C:CA:A8:3A:45:5B:C3:0A"	"D4:0E:9C:86:CD:8F:E4:68:C1:77:69:59:F4:9E:A7:74:FA:54:86:84:B6:C4:06:F3:90:92:61:F4:DC:E2:57:5C"
"TrustCor Systems"	"TrustCor RootCert CA-2"	"B8:BE:6D:CB:56:F1:55:B9:63:D4:12:CA:4E:06:34:C7:94:B2:1C:C0"	"07:53:E9:40:37:8C:1B:D5:E3:83:6E:39:5D:AE:A5:CB:83:9E:50:46:F1:BD:0E:AE:19:51:CF:10:FE:C7:C9:65"
"Trustis"	"Trustis FPS Root CA"	"3B:C0:38:0B:33:C3:F6:A6:0C:86:15:22:93:D9:DF:F5:4B:81:C0:04"	"C1:B4:82:99:AB:A5:20:8F:E9:63:0A:CE:55:CA:68:A0:3E:DA:5A:51:9C:88:02:A0:D3:A6:73:BE:8F:8E:55:7D"
"Trustwave"	"Secure Global CA"	"3A:44:73:5A:E5:81:90:1F:24:86:61:46:1E:3B:9C:C4:5F:F5:3A:1B"	"42:00:F5:04:3A:C8:59:0E:BB:52:7D:20:9E:D1:50:30:29:FB:CB:D4:1C:A1:B5:06:EC:27:F1:5A:DE:7D:AC:69"
"Trustwave"	"SecureTrust CA"	"87:82:C6:C3:04:35:3B:CF:D2:96:92:D2:59:3E:7D:44:D9:34:FF:11"	"F1:C1:B5:0A:E5:A2:0D:D8:03:0E:C9:F6:BC:24:82:3D:D3:67:B5:25:57:59:B4:E7:1B:61:FC:E9:F7:37:5D:73"
"Trustwave"	"XRamp Global Certification Authority"	"B8:01:86:D1:EB:9C:86:A5:41:04:CF:30:54:F3:4C:52:B7:E5:58:C6"	"CE:CD:DC:90:50:99:D8:DA:DF:C5:B1:D2:09:B7:37:CB:E2:C1:8C:FB:2C:10:C0:FF:0B:CF:0D:32:86:FC:1A:A2"
"TurkTrust"	"TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı 2"	"F1:7F:6F:B6:31:DC:99:E3:A3:C8:7F:FE:1C:F1:81:10:88:D9:60:33"	"97:8C:D9:66:F2:FA:A0:7B:A7:AA:95:00:D9:C0:2E:9D:77:F2:CD:AD:A6:AD:6B:A7:4A:F4:B9:1C:66:59:3C:50"
"TurkTrust"	"TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı H5"	"C4:18:F6:4D:46:D1:DF:00:3D:27:30:13:72:43:A9:12:11:C6:75:FB"	"49:35:1B:90:34:44:C1:85:CC:DC:5C:69:3D:24:D8:55:5C:B2:08:D6:A8:14:13:07:69:9F:4A:F0:63:19:9D:78"
"U.S. Federal Public Key Infrastructure (US FPKI)"	"Federal Government Common Policy"	"90:5F:94:2F:D9:F2:8F:67:9B:37:81:80:FD:4F:84:63:47:F6:45:C1"	"89:4E:BC:0B:23:DA:2A:50:C0:18:6B:7F:8F:25:EF:1F:6B:29:35:AF:32:A9:45:84:EF:80:AA:F8:77:A3:A0:6E"
"Visa"	"Visa eCommerce Root"	"70:17:9B:86:8C:00:A4:FA:60:91:52:22:3F:9F:3E:32:BD:E0:05:62"	"69:FA:C9:BD:55:FB:0A:C7:8D:53:BB:EE:5C:F1:D5:97:98:9F:D0:AA:AB:20:A2:51:51:BD:F1:73:3E:E7:D1:22"
"Visa"	"Visa Information Delivery Root CA"	"5A:4D:0E:8B:5F:DC:FD:F6:4E:72:99:A3:6C:06:0D:B2:22:CA:78:E4"	"C5:7A:3A:CB:E8:C0:6B:A1:98:8A:83:48:5B:F3:26:F2:44:87:75:37:98:49:DE:01:CA:43:57:1A:F3:57:E7:4B"
"Web.com"	"Network Solutions"	"71:89:9A:67:BF:33:AF:31:BE:FD:C0:71:F8:F7:33:B1:83:85:63:32"	"00:16:86:CD:18:1F:83:A1:B1:21:7D:30:5B:36:5C:41:E3:47:0A:78:A1:D3:7B:13:4A:98:CD:54:7B:92:DA:B3"
"Web.com"	"Network Solutions ECC Certificate Authority"	"80:F9:5B:74:1C:38:39:94:95:C3:4F:20:C2:3E:73:36:31:4D:3C:6B"	"21:93:CF:EA:38:12:11:A1:AE:AA:2D:E9:84:E6:30:64:3A:87:16:0B:12:08:11:81:45:EA:FB:8E:1B:C6:99:58"
"Web.com"	"Network Solutions RSA Certificate Authority"	"8E:92:8C:0F:C2:7B:B7:AB:A3:4E:6B:C0:CA:12:50:CB:57:B6:0F:84"	"DD:BF:14:97:33:BC:2B:F8:A0:9D:7F:01:2B:01:A6:DE:A1:1D:7B:AE:26:71:37:83:EF:64:07:A2:49:5B:F1:89"
"Wells Fargo Bank N.A."	"WellsSecure Public Root Certification Authority 01 G2"	"B4:2C:86:C9:57:FD:39:20:0C:45:BB:E3:76:C0:8C:D0:F4:D5:86:DB"	"AD:75:39:E5:CD:C9:85:FA:95:24:40:55:A9:20:2D:63:46:0E:C9:21:46:7D:03:4C:FD:BE:87:EC:6D:00:FE:DC"
"WISeKey"	"OISTE WISeKey Global Root GA CA"	"59:22:A1:E1:5A:EA:16:35:21:F8:98:39:6A:46:46:B0:44:1B:0F:A9"	"41:C9:23:86:6A:B4:CA:D6:B7:AD:57:80:81:58:2E:02:07:97:A6:CB:DF:4F:FF:78:CE:83:96:B3:89:37:D7:F5"
"WISeKey"	"OISTE WISeKey Global Root GB CA"	"0F:F9:40:76:18:D3:D7:6A:4B:98:F0:A8:35:9E:0C:FD:27:AC:CC:ED"	"6B:9C:08:E8:6E:B0:F7:67:CF:AD:65:CD:98:B6:21:49:E5:49:4A:67:F5:84:5E:7B:D1:ED:01:9F:27:B8:6B:D6"
"WoSign CA Limited"	"CA WoSign ECC Root"	"D2:7A:D2:BE:ED:94:C0:A1:3C:C7:25:21:EA:5D:71:BE:81:19:F3:2B"	"8B:45:DA:1C:06:F7:91:EB:0C:AB:F2:6B:E5:88:F5:FB:23:16:5C:2E:61:4B:F8:85:56:2D:0D:CE:50:B2:9B:02"
"WoSign CA Limited"	"Certification Authority of WoSign"	"B9:42:94:BF:91:EA:8F:B6:4B:E6:10:97:C7:FB:00:13:59:B6:76:CB"	"4B:22:D5:A6:AE:C9:9F:3C:DB:79:AA:5E:C0:68:38:47:9C:D5:EC:BA:71:64:F7:F2:2D:C1:D6:5F:63:D8:57:08"
"WoSign CA Limited"	"Certification Authority of WoSign G2"	"FB:ED:DC:90:65:B7:27:20:37:BC:55:0C:9C:56:DE:BB:F2:78:94:E1"	"D4:87:A5:6F:83:B0:74:82:E8:5E:96:33:94:C1:EC:C2:C9:E5:1D:09:03:EE:94:6B:02:C3:01:58:1E:D9:9E:16"
"WoSign CA Limited"	"WoSign China"	"16:32:47:8D:89:F9:21:3A:92:00:85:63:F5:A4:A7:D3:12:40:8A:D6"	"D6:F0:34:BD:94:AA:23:3F:02:97:EC:A4:24:5B:28:39:73:E4:47:AA:59:0F:31:0C:77:F4:8F:DF:83:11:22:54"
